name,country,period
Nino Rota,ITA,Modern
Doina Rotaru,,
Bruce Craig Roter,USA,
Alec Roth,,Contemporary
Alex Roth,,
Johann Christoph Rothe,,
Samuel Rothenberg,,Modern
Augusto Rotoli,ITA,Romantic
Kyle Peter Rotolo,,
Erasmus of Rotterdam,,
Hans Rott,AUT,Romantic
Nicholas Roubanis,,
Claude-Joseph Rouget de Lisle,FRA,Classical
Joey Roukens,NLD,Contemporary
Daniel Bernard Roumain,,
Christopher Rouse,,Contemporary
Jean Rousée,,
Ervin T. Rouse,,Modern
Steve Rouse,,Contemporary
Dean K. Roush,,Contemporary
Jean-Jacques Rousseau,CHE,Baroque
Albert Roussel,FRA,Late- / Post-Romantic
Gaspard Le Roux,FRA,Baroque
Glen Roven,,
Giovanni Rovetta,,Baroque
Guido Rovetto,,
Vito Rovetto,,
Howard Rovics,,Contemporary
Anton Rovner,,
Mary Rowell,,Modern
Robert Rowe,ENG,Modern
Julian Rowlands,,
William P. Rowlands,,
Alec Rowley,,Modern
William Rowson,CAN,
Edwin Roxburgh,ENG,Contemporary
Badal Roy,USA,
Roy C. Bennett / Sid Tepper,,
Joseph-Nicolas-Pancrace Royer,FRA,Baroque
Ronald Royer,,
Klaus George Roy,,Modern
Jay Rozen,,
Miklós Rózsa,USA/HUN,Modern
Ludomir Rozycki,,
Edmund Rubbra,ENG,Modern
Bruce Ruben,,
Amy Rubin,,Contemporary
Justin Rubin,,
Marcel Rubin,,
Bonaventura Rubino,ITA,
Giulio Cesare Rubino,,
Anton Rubinstein,RUS,Late- / Post-Romantic
Arthur B. Rubinstein,,Contemporary
Beryl Rubinstein,USA,Modern
Nikolai Rubinstein,RUS,
Vladimir Rubin,RUS,Modern
Andrey Rubtsov,RUS,
Feodosy Rubtsov,RUS,
Ermenegildo Ruccione,,
Edward Ruchalski,,
Manuel Rucker,,
Hermann Ruck,,Modern
Alexander Rudajev,,
Jaufre Rudel de Blaye,FRA,Medieval
Poul Ruders,DNK,Contemporary
Dane Rudhyar,,Modern
Andrew Rudin,,
Rolf Rudin,,Contemporary
Sergey Rudnev,RUS,
Rudolf Kolisch / Will Ogden,,
Rudolf Lu[c]kesch,,Modern
Erherzog Rudolph,,Romantic
Glenn L. Rudolph,,
Jesus Rueda,ESP,Contemporary
Elena Ruehr,,Contemporary
Pierre de la Rue,FRA/BEL,Renaissance
L. Ruffin,,Modern
Vincenzo Ruffo,ITA,Renaissance
Johann Rufinatscha,,
Wizlâv III von Rügen,DEU,Medieval
Giovanni Maria Ruggieri,,
Charles Ruggiero,,Contemporary
Giuseppe Ruggiero,,
Francesco Ruggi,,
Carl Ruggles,USA,Modern
Johann Friedrich Ruhe,,
Joris Ruhl,,
Pamela Ruiter-Feenstra,,
Valentin Ruiz-Aznar,ESP,Modern
Federico Ruiz,,Contemporary
Gabriel Ruíz,MEX,
Juan Manuel Ruiz,,
Antonio Ruiz-Pipó,,Contemporary
Pavel Rukavicin,RUS,Contemporary
Edwick Rumbold,,
Joseph Rumshinsky,,Modern
Albert Runbäck,,
Jake Runestad,,
Frederik Rung,,
Henrik Rung,DNK,Romantic
Karl Otto Runólfsson,,
Huang Ruo,,
Timo Ruottinen,,Modern
Polly M. Rupe,,Romantic
Christian Friedrich Ruppe,NLD,
Kate Rusby,ENG,
Claudia Francesca Rusca,,
Andre Ruschkowski,,
Steven Rush,,
Tracey Rush,,Contemporary
Christina Rusnak,,
Alexander Russell,,Modern
Henry Russell,ENG,Romantic
John Morris Russell,,Modern
Leon Russell,,
William Russell,ENG,Classical
Willy Russell,,Contemporary
Russian Orthodox Chant,,
Tadd Russo,,
Friedrich Wilhelm Rust,DEU,
Corrado Rustici,,
Peter Rutenberg,,Contemporary
Giovanni Marco Rutini,ITA,
Roman Rutishauser,,
Harold Rutland,GBR,
John Rutter,ENG,Contemporary
Carl Rütti,,Contemporary
Alejandro Rutty,,
Higinio Ruvalcaba,MEX,
Bruno Ruviaro,,
Giulio Ruvo,ITA,
Peter Ruzicka,DEU,Contemporary
Vladimir Ryabov,,Contemporary
Bill Ryan,USA,
Jeffrey Ryan,,Contemporary
Jakub Jan Ryba,CZE,Classical
Ivan Rybasov,RUS,Romantic
Felix Rybicki,,
Bo Rydberg,,Contemporary
William Ryden,,Modern
Joseph Ryelandt,BEL,Modern
Jeajoon Ryu,,
Frederic Rzewski,USA,Contemporary
Gabriel Saab,,
Toivo Saarenpää,,
Kaija Saariaho,FIN,Contemporary
Gloria Saarinen,,Romantic
Leonid Sabaneyev,,
Nicola Sabatino,,
Giovanni Maria Sabino,,
Ippolito Sabino,,
Nicola Sabino,,
Jeffrey Sabol,USA,
Victoria Sabo,,
Lucas Saboya,,
Arturo Sacchetti,ITA,Romantic
Antonio Sacchini,ITA,Classical
Raffaele Sacco,,
Steven Christopher Sacco,,
Ernst Sachse,,
Joe Sachse,,
Anna Amalia von Sachsen-Weimar,DEU,Classical
Hans Sachs,,Classical
Nicholas Sackman,,Contemporary
Jonathan Sacks,,
Guy Sacre,,Contemporary
Geni Sadero,,Romantic
Sam Sadigursky,,
Barry Sadler,,Romantic
Jorge Torres Sáenz,,
Pedro Saenz,,
Harald Saeverud,NOR,
Arash Safaian,,
Arnold Safroni,,
Anton Safronov,,
Stefan Safsten,SWE,
Julio Salvador Sagreras,ARG,Modern
Stellan Sagvik,,Contemporary
Sanju Sahai,,
Ko Sahara,JPN,
Michael Sahl,USA,Modern
Lauri Saikkola,,
James Paul Sain,,
Lionel Sainsbury,,Contemporary
Jean de Sainte-Colombe,FRA,Baroque
Sainte-Colombe le Fils,,Renaissance
Antoine de Saint-Exupéry,FRA,
Joseph Bologne, Chevalier de Saint-Georges,FRA,Classical
Leon de Saint-Lubin,,
Charlotte Sainton-Dolby,,
Marie Saintonge,,
Philip Sainton,,Modern
Camille Saint-Saëns,FRA,Late- / Post-Romantic
François Saint-Yves,,
Eduardo Sainz de la Maza,,Modern
Regino Sainz de la Maza,,Modern
Takanobu Saitô,JPN,
Takamasa Sakai,JPN,
Ryuichi Sakamoto,JPN,Contemporary
Sakharov,,
Salar Aghili / Harir Shariatzadeh,,
Esteban Salas y Castro,,
Adolfo Salazar,,
Antonio Arroyo Salazar,MEX,
Antonio de Salazar,ESP,Baroque
Diego José de Salazar,ESP,Baroque
Eric Salazar,,
Paul Salerni,,
Kathryn Salfelder,USA,Contemporary
Luis Humberto Salgado,ECU,Modern
Horacio Salgán,,Contemporary
Antonio Salieri,ITA,Classical
Girolamo Salieri,,
Horacio Salinas,,
Misi Sallay,,
Aulis Sallinen,FIN,Contemporary
Vadim Nikolayevich Salmanov,,
Edith Salmen,,
Erkki Salmenhaara,FIN,Contemporary
Janne Salmenkangas,FIN,
Esa-Pekka Salonen,FIN,Contemporary
Sulo Salonen,,
Hans J. Salter,DEU/USA,Modern
Humphry Salter,,
Paolo Salulini,,
Dino Saluzzi,,Contemporary
Francisco Salvador-Daniel,FRA,
Luca Salvadori,,Contemporary
Matilde Salvador,,
Tadeas Salva,,
Salvatore Carchiolo / Giorgio Sasso,,
Daniele Salvatore,,Contemporary
Giovanni Salvatore,ITA,Baroque
Graziz Salvatori,,
Alessandro Salvolini,ITA,Baroque
Carlos Salzedo,USA,Modern
Leonard Salzedo,,Modern
Eric Salzman,,Modern
Hartmut Salzmann,,Contemporary
Christos Samaras,GRC,
Gustave Samazeuilh,FRA,Late- / Post-Romantic
Steven Sametz,,Contemporary
Lazare Saminsky,,Modern
Giovanni Battista Sammartini,ITA,Classical
Giuseppe Baldassare Sammartini,ITA,Baroque
Sammy Cahn / Jule Styne,,
Liudmilla Samodaieva,UKR,Contemporary
A. Samonov,,
David Sampson,USA,Contemporary
Godfrey Sampson,,
Richard Sampson,,Renaissance
Jeremy Sams,,Modern
Johann Samskog,,
V. Samsonenko,,
Gerhard Samuel,DEU/USA,Contemporary
Harold Samuel,,Modern
Manuel Samuell,,
Rhian Samuel,WLS,Contemporary
Marcel Samuel-Rousseau,,Romantic
Dave Samuels,USA,Contemporary
Bror Samuelson,,
Bror Samuelsson,,
Marie Samuelsson,,Modern
Walter G. Samuels,,
Samuel Swann / Sidney Neiditch,,
Samuli Kosminen / Kimmo Pohjonen,,
Pierre Sancan,FRA,
Giovanni Felice Sances,ITA,Baroque
Jorge Sanchez-Chiong,,
Eduardo Sanchez de Fuentes,,
Carlos Sánchez-Gutiérrez,ESP,Contemporary
Juan Antonio Sánchez,,
José María Sánchez-Verdú,DEU,
Lars Sandberg,SWE,Contemporary
Herman Sandby,,
Filip Sande,,
Bernard Wayne Sanders,,
John Sanders,ENG,Contemporary
Julio César Sanders,,
James Sanderson,,Romantic
Wilfrid Sanderson,,Modern
Robert Levine Sanders,,Modern
Hans Sandig,,Contemporary
Felicia Sandler,,
Oskar Sandler,UKR,
Jenö Sándor,,
Arturo Sandoval,,
Örjan Sandred,,
Margaret Vardell Sandresky,,
Pierre Sandrin,FRA,Renaissance
Jan Sandström,SWE,Contemporary
Sven-David Sandström,,Contemporary
William Sandys,,Romantic
David Sanford,,
Lee Sanford,,
Gustav Sänger,,
Giuliano Sangiorgi,,
Paul SanGregory,,
Edoardo Sanguineti,,
Horacio Sanguinetti,,
Lee Sangwon,,
Nicola Sani,,Contemporary
Pedro Sanjuan,ESP,
Vicente San Lorenzo,,
Mariano San Miguel,,
Agnese Sanna,,
Valerio Sannicandro,,
Antonio de Santa Cruz,,
Mongo Santamaría,,
Tomás de Santa María,ESP,
Jesus Santandreu,,
Aniello Santangelo,,
Gustavo Santaolalla,ARG,Modern
William H. Santelmann,USA,Late- / Post-Romantic
Felipe Pérez Santiago,,
Roi Fernandes de Santiago,,
Jean Le Santier,,
Julio Santillán,,
Alessandro Santini,ITA,
Prospero Santini,,
Raffaele Santoli,,
Ton San,,
Jonathan Santore,,Modern
Claudio Santoro,BRA,Modern
Guido Santórsola,,Modern
André Miguel Santos,PRT,
Enrique Santos,,
Erik Santos,,Contemporary
Frei Manuel Dos Santos,,
Igor Santos,,
Joly Braga Santos,PRT,Modern
Guido Santósola,,
Francesco Santucci,ITA,
P. Pellegrino Cesio Santucci,ITA,
Gaspar Sanz,ESP,Baroque
Allen Sapp,,Modern
Claudio Saracini,ITA,Baroque
Georgy Saradian,,
Pablo de Sarasate,ESP,Romantic
Albert Sardá,,Contemporary
Philippe Sarde,FRA,Contemporary
Vasily Stepanovich Sarenko,RUS,
Malcolm Sargent,ENG,Modern
Christoph von Sargmacher,DEU,Modern
Simon Sargon,USA,
Ruben Sargsian,ARM,
József Sári,,
Heikki Sarmanto,FIN,
Jean Sarola,,
Joseph Sarphati,,
Russell Sarre,,Contemporary
Domenico Sarri,,
Antonio Sarrier,,Classical
Domenico Natale Sarro,ITA,Baroque
Franco Sarti,,
Giuseppe Sarti,ITA,Classical
Paul Sartin,,
Roberto Sarti,,
Francesco Sartori,,Contemporary
Antonio Sartorio,,Baroque
Sarum Chant,,
Ghazaros (Lazar) Saryan,ARM,Modern
László Sáry,,Contemporary
Nicholas Saslavsky,USA,
Náci Sas,,
Bernardo Sassetti,PRT,
Helve Sastok,,
Ashot Satian, Jr.,ARM,
Erik Satie,FRA,Impressionist
Somei Satoh,JPN,Contemporary
Somei Sato,JPN,
Toshinao Sato,,Modern
Joe Satriani,,
Marc Satterwhite,,Contemporary
Charles Anthony Sauceda,USA,Contemporary
Richard Saucedo,,
Emil von Sauer,,Modern
Henri Sauguet,FRA,Modern
Isaac Saul,,
Mark Saul,,
Narciso Saul,,Contemporary
Manuel Saumell Robredo,CUB,Romantic
Adam Saunders,ENG,Contemporary
James Saunders,,
Theodore Saunway,,Contemporary
Marcel Saurer,,
Émile Sauret,FRA,
Eddie Sauter,,Contemporary
Ernest Sauter,DEU,
Augustin Savard,,
Louis Saverino,USA,Modern
Finn Savery,DNK,Contemporary
Carlo Savina,,
Isaias Savio,,Modern
Johann Baptist Savio,,
Mario Savioni,,Baroque
Marian Sawa,,
David Sawer,ENG,Contemporary
Philip Sawyers,,
Georg Wilhelm Diedrich Saxer,,
Robert Saxton,ENG,Contemporary
Sayat Nova (Haroutian Sayakian),,
Fazil Say,TUR,Contemporary
Fazıl Say,,
Ahmet Adnan Saygun,TUR,Modern
Bruce Stuart Saylor,,Contemporary
Maurice Saylor,,
Richard Saylor,,
Emad Sayyah,,
Alessandro Sbordoni,ITA,
B. Sbraccia,,
Marco Scacchi,,
Rosario Scalero,,
Antonio Scandello,ITA,
Claudio Scannavini,,
Scanner (Robin Rimbaud),,
Giuseppe Scarani,,Baroque
Alessandro Scarlatti,ITA,Baroque
Domenico Scarlatti,ITA,Baroque
Francesco Scarlatti,,
Anthony Louis Scarmolin,USA,Modern
Andrea Lorenzo Scartazzini,,Contemporary
Pier Paolo Scattolin,,
J. Mark Scearce,,Contemporary
Giacinto Scelsi,ITA,Modern
Theodor Schacht,,Classical
Amanda Schackleford,,
Janek Schaefer,,
Richard P. Schaefer,,Contemporary
R. Murray Schafer,CAN,Modern
Stefan Schäfer,,
Henricus Schaffen,,
Christoph Schaffrath,DEU,Baroque
Heinrich Schalit,USA,
Carl Schalk,,
Hans Schanderl,,
Isaac Schankler,,
Adrian Schaposhnikoff,,
Walter Scharf,USA,
Philipp Scharwenka,,
Xaver Scharwenka,DEU,Romantic
Thomas Schattenberg,,Renaissance
Julius Schebek,,
Gernot Schedlberger,AUT,
Gene Scheer,,
Johann Adolph Scheibe,,Baroque
Heinrich Scheidemann,DEU,Baroque
Christian Gottlieb Scheidler,DEU,Classical
Samuel Scheidt,DEU,Baroque
Carl Scheindienst,,
Johann Hermann Schein,DEU,Baroque
Josef Schelb,DEU,
Johann Schelle,,
Michael Schelle,,
Ernest Schelling,,Modern
Georg Christian Schemelli,,
Johannes Schenck,DEU,Baroque
Friedrich Schenker,DEU,Contemporary
Joan Schenk,,
John Scheonberger,,
Yevgeny Scherbakov,,
Stefan R. Scherbik,USA,Contemporary
Sebastian Anton Scherer,,
Israel Schermann,,
Victor Schertzinger,USA,Modern
Nicolas Scherzinger,,
Johann Georg Christoph Schetky,DEU,
Alexander Schewzov,,
Gaetano Maria Schiassi,ITA,Baroque
Giacinto Schiatti,ITA,
Mauro Schiavone,,
Lin Schicheng,,
Johann Gottfried Schicht,,Classical
Peter (aka P.D.Q. Bach) Schickele,USA,Contemporary
Johann Christian Schickhardt,DEU,Baroque
Johann Christian Schieferdecker,DEU,
Johann Christian Schiefferdecker,,
Poul Schierbeck,,Modern
David Schiff,,Contemporary
Johann Paul Schiffelholz,,
Harold Schiffman,,
Lalo Schifrin,ARG/USA,Modern
Antoine Schiker,,
Melchior Schildt,DEU,Baroque
Benjie Ellen Schiller,USA,
Joseph Schillinger,,Modern
Max von Schillings,DEU,Late- / Post-Romantic
Carl Schimmel,,
William Schimmel,,Contemporary
Allan Schindler,,Contemporary
Peter Schindler,DEU,
Tito Schipa,ITA,Romantic
Frederick Schipizky,,
Karl Schiske,,
Diego Schissi,,
Christian Schittenhelm,FRA,
Gerhard Schjelderup,,
Manfred Schlenker,,
Sigmund Schlesinger,,
Arnolt Schlick,DEU,Renaissance
Louis Schlottmann,,
Paul de Schlozer,,Romantic
Martin Schlumpf,,
Annette Schlünz,,
Paul Schmalz,,
Martin Schmeding,,
Andreas Anton Schmelzer,,Baroque
Johann Heinrich Schmelzer,AUT,Baroque
Beat "Schmidi" Schmidhauser,,
Heinrich Kaspar Schmid,,Modern
Helmut Schmidinger,,
Karl Norbert Schmid,,Modern
Ludwig Schmidseder (AKA Louis Fabro),,
Franz Schmidt,AUT,Modern
Heather Schmidt,,Contemporary
Hugo Schmidt,,
Jojo Schmidt,,
Ole Schmidt,DNK,Contemporary
Roland Schmidt,,Contemporary
William Schmidt,,Modern
Johann Abraham Schmierer,,
Joseph Aloys Schmittbaur,DEU,
Florent Schmitt,FRA,Late- / Post-Romantic
Joseph Schmitt,,
Alan Schmitz,USA,
Christopher Schmitz,USA,
Jupp Schmitz,,
Artur Schnabel,AUT/USA,Modern
Joseph Ignaz Schnabel,,Romantic
Dieter Schnebel,DEU,Modern
Klaus-Peter Schneegass,DEU,
Enjott Schneider,DEU,
Friedrich Schneider,,
Julius Schneider,,
John Schneiderman,,Baroque
Maria Schneider,USA,
Reinhold Schneider,,
Sigismund Schneider,,
Willy Schneider,,
Tobias PM Schneid,,
Heinrich Schneikart,,Contemporary
Albert Schnelzer,,
Nathanael Schnittelbach,DEU,
Gerhard Schnitter,,
Alfred Schnittke,RUS,Contemporary
Franz Schnitzer,DEU,Classical
Arthur Schnitzler,,
Franz Xaver Schnizer,,Classical
Daniel Schnyder,CHE,Contemporary
Franz Xaver Schnyder von Wartensee,,
David Schober,,Contemporary
Johann Schobert,AUT,
Edward Schocker,USA,Contemporary
Gary Schocker,,Contemporary
Othmar Schoeck,CHE,Modern
Philippe Schoeller,FRA,
Sara Schoenbeck,,
Adam Schoenberg,,
Arnold Schoenberg,AUT/USA,Modern
Claude-Michel Schoenberg,,Contemporary
Christoph M. Schoenenberger,,
Paul Schoenfeld,,
Paul Schoenfield,USA,Contemporary
Joel Schoenhals,,
Franz Schöggl,,
Clement Cotterill Scholefield,,Romantic
Johannes Schollhorn,DEU,
Robert Scholz,,Renaissance
Claude-Michel Schönberg,FRA,
Jakob Schönberg,,
Stig Gustav Schönberg,,
Gerald Schönfeldinger,,
Christoph Schönherr,DEU,
Ruth Schonthal,,Modern
Arthur Schoonderwoerd,,
Johann Schop,DEU,Baroque
Schorin,,
Israel Schorr,,
Jens Schou,,Modern
Barry Schrader,,Contemporary
Mogens Schrader,,Modern
Johann Schrammel,AUT,
Josef Schrammel,,Romantic
Gustav Schreck,DEU,Late- / Post-Romantic
Dan Moses Schreier,,Contemporary
Adolf Schreiner,,
Alexander Schreiner,,Romantic
Franz Schreker,AUT,Modern
Hermann Schroeder,,Modern
Phillip Schroeder,,Contemporary
Pierre Schroeder,,
Guilherme Schroeter,,
Alwin Michael Schronen,DEU,
Corona Elisabeth Wilhelmine Schröter,DEU,Classical
Johann Samuel Schröter,DEU,
Leonhard Schröter,,Renaissance
Raoul Schrott,,
Franz Anton (Dresden) Schubert,DEU,Romantic
Franz Peter Schubert,AUT,Romantic
Franz Simon Schuchbauer,,
Thomas Schudel,,
Edmund Schuecker,,
A. Schulenburg,,
Denis Schuler,,
Erwin Schulhoff,CZE,Modern
Otto Schulhof,,Modern
Gunther Schuller,USA,Modern
N. Schulman,,
Siegmund Schul,,
Benedict Schultheis,,
Norbert Schultze,DEU,Modern
Johann Schultz,DEU,
Johannes Schultz,DEU,Classical
Leonard Schultz,AUT,
Svend S. Schultz,DNK,Modern
Heinrich Schulz-Beuthen,DEU,Romantic
Johann Philipp Christian Schulze,,
Adolf Schulz-Evler,POL,Romantic
Andrei Schulz-Evler,,Romantic
Werner Schulze,AUT,Contemporary
Johann Abraham Peter Schulz,DEU,Classical
Patrick Schulz,,Contemporary
Camillo Schumann,,
Clara Wieck Schumann,DEU,Romantic
Georg Schumann,,Late- / Post-Romantic
Robert Alexander Schumann,DEU,Romantic
William Schuman,USA,Modern
Herrmann Schuncke,,
Hugo Schuncke,,
Johann Christoph Schuncke,,
Johann Gottfried Hugo Schuncke,,
Robert Schuneman,,Contemporary
Ludwig Schunke,,Romantic
Georg Caspar Schürmann,,
Gerard Schurmann,ENG,Contemporary
Joseph Schuster,DEU,
Vincenz Schuster,,
Eduard Schutt,RUS,Romantic
Heinrich Schütz,DEU,Baroque
Nico Schuyt,,
Schvedov,,
Konstantin Schvedov,RUS,Modern
Jacqueline Schwab,,Contemporary
György Schwajda,,
Joseph Schwantner,USA,Contemporary
Abe Schwartz,USA,Modern
Arthur Schwartz,USA,Modern
Elliott Schwartz,USA,Contemporary
Eric Schwartz,,
Isaac Schwartz,,Contemporary
Joseph Schwartz,,
Laurie Schwartz,,Contemporary
Stephen Schwartz,USA,Contemporary
Gerard Schwarz,USA,Contemporary
Ira Paul Schwarz,,Contemporary
Reinhard Schwarz-Schilling,DEU,Modern
Margarete Schweikert,DEU,
Anton Schweitzer,DEU,Classical
Francesco Schweizer,,
Rolf Schweizer,,Contemporary
Christian Friedrich Schwencke,,Classical
Laura Elise Schwendinger,,
Fredrik Schwenk,DEU,Contemporary
Karel Schwenk,,
Günther Schwenn,,Modern
Kurt Schwertsik,AUT,Contemporary
Friedrich Schwindl,HOL,Classical
Josquin Schwizgebel,,
Danielle Eva Schwob,ENG/USA,Contemporary
Ludvig Schytte,,
Salvatore Sciarrino,ITA,Contemporary
M. Sciddurlo,,
Patrice Sciortino,,Contemporary
Francesco Scipriani,,
Gregorio Sciroli,,
James Sclater,,
Stefano Scodanibbio,ITA,Contemporary
G. S. Scofield,,Romantic
Flavio Emilio Scogna,,Contemporary
Antonio Scontrino,,
Giovanni Maria Scorzuto,,
Andy Scott,WLS,
Captain Robert Falcon Scott,,
Cyril Scott,ENG,Modern
David Scott,,Modern
Derek B. Scott,GBR,
James Scott,USA,
Jeff Scott,USA,
John Prindle Scott,,
Alicia Ann Scott (née Spottiswoode),SCO,Romantic
Girolamo Scotto,,
Paolo Scotto,,
Pietro Scotto,,
Vincent Scotto,FRA,
Stephen Scott,,Contemporary
Walter Scott,SCO,
Alexander Scriabin,RUS,Late- / Post-Romantic
Julian Scriabin,,
Gérard Scronx,,Baroque
Salvatore Scuderi,ITA,Late- / Post-Romantic
Jim Scully,,
Peter Sculthorpe,AUS,Modern
Peter Seabourne,,
Humphrey Searle,ENG,Modern
Johann Sebastiani,DEU,Baroque
Antonio Secchi,,Romantic
Siegmund von Seckendorff,,
Sholom Secunda,,
Wenzel Sedlak,,Classical
Caelius Sedulius,,
Jürgen Seefelder,BRA,Contemporary
Alan Seeger,,
Pete Seeger,USA,Modern
Hans Seeling,DEU,
Karl Seepe,,
Josef Seger,,Baroque
Leif Segerstam,FIN/SWE,Contemporary
John von Seggern,,
Giulio Segni (da Modeno),ITA,Renaissance
Andrés Segovia,ESP,Modern
Segunda,,
Hilda Sehested,DNK,Modern
Mátyás Seiber,ENG,Modern
Arthur Seidel,,
Danny Seidenberg,,Contemporary
Wolfgang Seifen,,
Edward Seiler,,Baroque
Aigerim Seilova,,Contemporary
Charlotte Seither,,
Ernst Seitz,,
Friedrich Seitz,,Late- / Post-Romantic
Paul Seitz,,
Roland Forrest Seitz,,Late- / Post-Romantic
Carlos Seixas,PRT,Baroque
Nicolas Séjan,,Classical
Reinis Sejãns,,
Pernille Louise Sejlund,,
Emmanuel Séjourné,,Contemporary
Baljinder Sekhon,,
Bernhard Sekles,,
Sekou Sundiata / Bora Yoon,,
Liz Seleski,,
James Self,,
Jim Self,,Contemporary
Dmitry Selipanov,RUS,Contemporary
Joey Sellers,,
Thomas Selle,DEU,Baroque
Giuseppe Sellitto,,Baroque
Bartolomeo di Selma,,
Bartolomé de Selma y Salaverde,ESP,Baroque
György Selmeczi,,Contemporary
Antoine Selosse,,
Luigi Selva,,
Iouri Semenov,UKR,Contemporary
Donato Semeraro,ITA,Contemporary
Viacheslav Semionov,RUS,Contemporary
Viatcheslav Semionov,RUS,
Alexander Semmler,,
Sebastian Semper,,
Skip Sempe,,Baroque
Jean-Baptiste Senaillé,FRA,Baroque
Gabriel Senanes,,Contemporary
Ronald Senator,,Late- / Post-Romantic
Ramon Sender,,Contemporary
Henri Senee,,
Bernie Senensky,CAN,
Ludwig Senfl,CHE,Renaissance
Miguel Esebilio Senior,CUW,
Jacob Senleches,,
E. Sennhofer,,Modern
Matilda Seppälä,FIN,
Sequoia,,
Tatiana Serdiukova,,
José Serebrier,URY,Modern
Rezsö Seress,,Modern
Tatiana Sergeyeva,RUS,Contemporary
Sophia Serghi,,
Raminta Serksnyte,,
Tibor Serly,,Modern
Jarmo Sermilä,FIN,Modern
Claudin de Sermisy,FRA,Renaissance
Kazimierz Serocki,,Modern
Barry Seroff,,
Ruben Seroussi,,
Alexander Nikolayevich Serov,RUS,Romantic
Joaquin Serra,,Modern
José Serrano,,
Ramón Serratos,MEX,
Adrien François Servais,BEL,Romantic
Victor Serventi,,
Mariano Servillo,,
Jean Servin,,
Claudia Sessa,,
Roger Sessions,USA,Modern
Eric Sessler,,
Zdeněk Šesták,,
Giacomo Setaccioli,ITA,Modern
Martin Setchell,,
Mordechai Seter,ISR,
Tokichi Setoguchi,JPN,
Kilza Setti,,
Déodat de Sévérac,FRA,Romantic
Giulio Severino,ITA,
Ron Sexsmith,,
Ignaz von Seyfried,,
William Seymer,,
Ataç Sezer,,
Giovanni Sgambati,ITA,Romantic
Parthenios Sgoutas,,
Eugeny Shabalin,RUS,Contemporary
Amanda Shackleford,,
Robert Shafer,USA,Contemporary
Sherwood Shaffer,,Contemporary
Han Kun Sha,,Modern
Saman Shahi,,
Gelsyat Shaidulova,RUS,
Marc Shaiman,,Contemporary
Vladimir Shainsky,RUS,
Roupen Shakarian,,Contemporary
William Shakespeare,ENG,Renaissance
Alexander Shalov,RUS,
Igor Shamo,RUS,Modern
Ernest Shand,,Late- / Post-Romantic
Yi Shang,,Modern
Ravi Shankar,IND,Contemporary
James Royce Shannon,,
Scott Shannon,USA,Contemporary
Harold Samuel Shapero,USA,Modern
Ralph Shapey,,Contemporary
Alex Shapiro,,Contemporary
Gerald Mark Shapiro,,Contemporary
Michael Shapiro,USA,
Shmuel Shapiro,FRA,
Ted Shapiro [Tin Pan Alley],USA,Modern
Yury Alexandrovich Shaporin,RUS,Modern
Adrian Shaposhnikov,RUS,
Vache Sharafyan,ARM,Contemporary
Byambasuren Sharav,,Contemporary
William Sharlin,USA,
Rodney Sharman,,Modern
Carlyle Sharpe,,
Elliott Sharp,USA,Contemporary
Elizaveta Shashina,,
Judith Shatin,USA,Contemporary
Ilya Alekseevich Shatrov,RUS,Late- / Post-Romantic
Tengiz Shavlokhashvili,,
Artie Shaw,USA,Modern
Caroline Shaw,USA,
Geoffrey Shaw (composer),ENG,
Kirby Shaw,,
Robert Shaw,USA,Contemporary
Thomas Shaw,,Classical
Rodion Shchedrin,RUS,Modern
Dmitry Shchelkin,,
Vladimir Shcherbachov,RUS,Modern
Alexander Shchetynsky,,
David Shea,USA,Contemporary
Allen Shearer,,Contemporary
George Shearing,ENG,Contemporary
Vissarion Yakovlevich Shebalin,RUS,Modern
Jack Sheedy,,Romantic
Jonathan Sheffer,USA,
William Shelbye,,
Robert Sheldon,USA,
Anton Shelepov,RUS,
Percy Bysshe Shelley,,Romantic
Shelly Berger / Jack Geldbloom,,
Naomi Shemer,,
Vineet Shende,,
Georgy Shendyrev,RUS,
Bright Sheng,CHN/USA,Contemporary
Ben Zion Shenker,USA,
Thomas Z. Shepard,,Modern
Richard Shephard,,
Merlin Shepherd,,
Norma Shepherd,,
Sean Shepherd,,
John Sheppard,ENG,Renaissance
Boris Sheremetev,,
Alexander Sheremetiev,RUS,Late- / Post-Romantic
Adam Sherkin,CAN,
Richard M. Sherman,USA,Contemporary
Robert B. Sherman,USA,Modern
Yousif Sheronick,,
David Sherr,,Contemporary
Manning Sherwin,,Modern
Gordon Sherwood,,Modern
Percy Sherwood,,
Sheryl Crow / Mitchell Froom,,Contemporary
Sheryngham,,Renaissance
Leroy Shield,,
Larry Shields,,Modern
William Shield,ENG,Classical
Seymour Shifrin,,Modern
Guangnan Shi,CHN,
Chieh Shih,,
Nathaniel Shilkret,USA,
Vestard Shimkus,LVA,
Hifumi Shimoyama,JPN,Contemporary
